,seed,average R^2,average MSE,R^2 max name,R^2 max value,R^2 min name,R^2 min value,MSE max name,MSE max value,MSE min name,MSE min value
12,18918,-0.04084093107165196,214344222.7060538,S14 (SBS14 - 0.98),-0.0013492419904772568,S5 (SBS5 - 0.98),-0.14578505932054364,S10 (SBS10a - 1.00),4674990936.754701,S24 (SBS31 - 0.98),146401.2072597851
13,1030,-0.0541586471856133,247123581.92831424,S23 (SBS28 - 0.96),-0.0011978832293215724,S5 (SBS5 - 0.98),-0.34311499671156076,S10 (SBS10a - 1.00),5459590239.388087,S24 (SBS31 - 0.98),219561.8641215399
14,80548,-0.03919953244693544,233983059.03250238,S19 (SBS20 - 0.98),-0.001073943256954868,S5 (SBS5 - 0.98),-0.13729790644229123,S10 (SBS10a - 1.00),4772391935.744646,S18 (SBS19 - 0.95),86830.55385310367
15,35191,-0.05200614627228191,193783558.10692728,S23 (SBS28 - 0.96),-0.0008517053895478188,S5 (SBS5 - 0.98),-0.33116097276650036,S10 (SBS10a - 1.00),3279657872.837853,S18 (SBS19 - 0.95),221311.01086890724
16,31580,-0.053934875030187526,240470532.67889002,S12 (SBS11 - 0.99),-0.0005544215992623336,S5 (SBS5 - 0.98),-0.29159045175105525,S10 (SBS10a - 1.00),4063760092.817519,S18 (SBS19 - 0.95),86186.73589680891
17,20095,-0.05755199579448645,227156662.5574195,S12 (SBS11 - 0.99),-0.0008630718666526871,S5 (SBS5 - 0.98),-0.2879065626570372,S10 (SBS10a - 1.00),4691110001.82165,S24 (SBS31 - 0.98),219927.18893647983
18,87254,-0.052411987282518585,224649328.4726859,S19 (SBS20 - 0.98),-0.0009388188715475643,S3 (SBS3 - 0.97),-0.31274740851526905,S10 (SBS10a - 1.00),4985223816.008908,S21 (SBS23 - 0.94),21580.88184425479
19,35539,-0.044777871998068576,275056844.38225377,S11 (SBS10d - 0.98),-0.0008448646992333941,S3 (SBS3 - 0.97),-0.24952338278265884,S10 (SBS10a - 1.00),5398102419.588944,S18 (SBS19 - 0.95),103149.75866635016
20,70952,-0.049858400781556726,275079782.617215,S14 (SBS14 - 0.98),-0.001520692284844083,S3 (SBS3 - 0.97),-0.25988524886500786,S10 (SBS10a - 1.00),6539101231.626017,S18 (SBS19 - 0.95),89751.06859362264
21,14787,-0.040168700947431635,414547990.32213885,S12 (SBS11 - 0.99),-0.0008786488382548363,S5 (SBS5 - 0.98),-0.1437615655028628,S10 (SBS10a - 1.00),9621719611.038013,S21 (SBS23 - 0.94),41554.93299233313
22,43725,-0.048521521638826864,247890918.5791503,S12 (SBS11 - 0.99),-0.0005507066530943128,S5 (SBS5 - 0.98),-0.2370750566579265,S10 (SBS10a - 1.00),4127377178.187299,S21 (SBS23 - 0.94),187461.845473911
23,14564,-0.04227411243487347,205542394.92832324,S23 (SBS28 - 0.96),-0.0012754595249642176,S3 (SBS3 - 0.97),-0.21283746200606846,S10 (SBS10a - 1.00),3367869274.112978,S18 (SBS19 - 0.95),125086.4384836702
24,92313,-0.03675452578473379,290822952.4436882,S19 (SBS20 - 0.98),-0.0012359147559870554,S3 (SBS3 - 0.97),-0.23888925590498822,S10 (SBS10a - 1.00),5906613794.9318905,S18 (SBS19 - 0.95),108724.89766866226
25,93875,-0.050513329304475614,342634587.17042565,S11 (SBS10d - 0.98),-0.0010463626967491813,S5 (SBS5 - 0.98),-0.2815781972556255,S10 (SBS10a - 1.00),7891120815.158081,S18 (SBS19 - 0.95),99637.25178334233
26,3020,-0.050090507032250604,279976016.011384,S23 (SBS28 - 0.96),-0.0009069666480128191,S5 (SBS5 - 0.98),-0.2857550058621694,S10 (SBS10a - 1.00),6735098675.431063,S21 (SBS23 - 0.94),68274.44660237785
27,7129,-0.045196146188113746,328917377.68277365,S14 (SBS14 - 0.98),-0.0012028220647610777,S5 (SBS5 - 0.98),-0.26998623445234315,S10 (SBS10a - 1.00),8022337071.441613,S24 (SBS31 - 0.98),145591.40763212042
28,96026,-0.04654141450871625,252689323.91686252,S19 (SBS20 - 0.98),-0.001792211229887375,S5 (SBS5 - 0.98),-0.23948243466298824,S10 (SBS10a - 1.00),5816049843.005709,S18 (SBS19 - 0.95),128006.62299295467
29,26585,-0.049479539790643866,175739047.29865158,S23 (SBS28 - 0.96),-0.0011443132649839871,S5 (SBS5 - 0.98),-0.2977019603251143,S10 (SBS10a - 1.00),2600325427.85815,S21 (SBS23 - 0.94),37936.20604636439
30,4782,-0.04323745411681433,211827338.1488725,S12 (SBS11 - 0.99),-0.000572751713632691,S3 (SBS3 - 0.97),-0.23496645422574058,S10 (SBS10a - 1.00),3603793059.761887,S24 (SBS31 - 0.98),121549.40616035482
31,1692,-0.06058001985494668,140247038.82750577,S19 (SBS20 - 0.98),-0.0007108157785149505,S5 (SBS5 - 0.98),-0.3084351845283726,S10 (SBS10a - 1.00),2521746866.7663517,S21 (SBS23 - 0.94),123585.07904158502
32,62286,-0.053427619045973505,121462666.5935274,S12 (SBS11 - 0.99),-0.0013984043238906008,S3 (SBS3 - 0.97),-0.2746891455477827,S10 (SBS10a - 1.00),1920243550.5325236,S21 (SBS23 - 0.94),174566.73748389198
