,seed,average R^2,average MSE,R^2 max name,R^2 max value,R^2 min name,R^2 min value,MSE max name,MSE max value,MSE min name,MSE min value
60,6466,0.6456906685159682,4277236.57698421,S10 (SBS10a - 1.00),0.9984549458180543,S17 (SBS18 - 0.97),-0.03630357474224066,S14 (SBS14 - 0.98),26905910.453488138,S18 (SBS19 - 0.95),149795.19200350821
61,75450,0.5564329758014096,4179914.672606639,S10 (SBS10a - 1.00),0.9980223593947871,S21 (SBS23 - 0.94),-2.128767496788656,S19 (SBS20 - 0.98),19128146.583589867,S24 (SBS31 - 0.98),145395.6649003245
62,38619,0.09328939928473531,6795776.324655858,S10 (SBS10a - 1.00),0.9988856163075569,S23 (SBS28 - 0.96),-12.75712299316886,S14 (SBS14 - 0.98),65811062.42031435,S24 (SBS31 - 0.98),151014.16739427584
63,4945,0.461999056856869,4156823.454619226,S10 (SBS10a - 1.00),0.9968327200828111,S23 (SBS28 - 0.96),-2.394834320672403,S14 (SBS14 - 0.98),22952948.80505635,S24 (SBS31 - 0.98),146182.25900943048
64,15330,0.578743750638118,3897399.1005305676,S10 (SBS10a - 1.00),0.9982994311740233,S18 (SBS19 - 0.95),-0.6137605327971885,S14 (SBS14 - 0.98),24339902.32501335,S18 (SBS19 - 0.95),80460.83288576525
65,97685,0.5027806033873575,8157491.929538738,S10 (SBS10a - 1.00),0.9974098270460144,S3 (SBS3 - 0.97),-1.7184132886570018,S14 (SBS14 - 0.98),56980414.889962845,S21 (SBS23 - 0.94),194283.39973476392
66,63500,0.5954573976626797,4898974.148116091,S10 (SBS10a - 1.00),0.9985046641197824,S5 (SBS5 - 0.98),-0.7997336143721445,S19 (SBS20 - 0.98),20006850.895383183,S18 (SBS19 - 0.95),185500.85174418706
67,49736,0.35215978222368666,8380795.675527009,S10 (SBS10a - 1.00),0.9974651798782991,S21 (SBS23 - 0.94),-1.5370897751092318,S14 (SBS14 - 0.98),44417642.43233963,S13 (SBS13 - 0.99),169343.35222953858
68,22894,0.43207259886844446,11517912.550882675,S10 (SBS10a - 1.00),0.9981946683094677,S3 (SBS3 - 0.97),-1.1860997751983047,S14 (SBS14 - 0.98),65911266.73831654,S13 (SBS13 - 0.99),153603.36890316752
69,93662,0.4784756370271216,6007422.253025863,S10 (SBS10a - 1.00),0.9983542656410973,S25 (SBS32 - 0.94),-0.9711413112851859,S23 (SBS28 - 0.96),27803776.386486147,S18 (SBS19 - 0.95),172672.93108063532
70,78745,0.6384270426418792,4655773.824056841,S10 (SBS10a - 1.00),0.9989630032376127,S21 (SBS23 - 0.94),-0.35492658161693313,S14 (SBS14 - 0.98),30208064.90325607,S13 (SBS13 - 0.99),216110.8956424428
71,32938,0.4771487218010705,4434139.59977786,S10 (SBS10a - 1.00),0.9990801930507076,S19 (SBS20 - 0.98),-3.9774325158482444,S14 (SBS14 - 0.98),21399174.795523245,S13 (SBS13 - 0.99),169778.69541684247
72,81868,0.572746483357752,2549942.4757679524,S6 (SBS7a - 1.00),0.9964704667823513,S25 (SBS32 - 0.94),-1.4363325397834132,S14 (SBS14 - 0.98),13387019.987506837,S18 (SBS19 - 0.95),77051.4839591184
73,50154,0.5858542005078078,3951586.3585065557,S10 (SBS10a - 1.00),0.998890570453636,S5 (SBS5 - 0.98),-0.4499585151621448,S14 (SBS14 - 0.98),18240803.315968648,S21 (SBS23 - 0.94),143468.80237227434
74,83840,0.3945248886984931,6578505.864582379,S10 (SBS10a - 1.00),0.9986497825537917,S21 (SBS23 - 0.94),-3.5962599201423844,S14 (SBS14 - 0.98),50112222.12010452,S21 (SBS23 - 0.94),111609.44367210288
75,79092,0.04870701887121717,4885130.253539436,S10 (SBS10a - 1.00),0.9987217484679914,S23 (SBS28 - 0.96),-14.380022179426483,S14 (SBS14 - 0.98),29727078.440819956,S18 (SBS19 - 0.95),115098.36622353716
76,30978,0.2469747338687031,7571168.442546217,S10 (SBS10a - 1.00),0.9977347270270449,S11 (SBS10d - 0.98),-7.34457478877116,S14 (SBS14 - 0.98),48768418.675052464,S13 (SBS13 - 0.99),122091.78182781884
77,81736,0.5342995386137056,5037907.023530504,S10 (SBS10a - 1.00),0.9988136318684319,S3 (SBS3 - 0.97),-0.5301766022192365,S22 (SBS26 - 0.94),22589635.552451666,S18 (SBS19 - 0.95),137210.1429739566
78,6207,0.3444946035547099,4741184.159502356,S10 (SBS10a - 1.00),0.9986747789091467,S21 (SBS23 - 0.94),-2.107838137460588,S22 (SBS26 - 0.94),21183176.09808758,S13 (SBS13 - 0.99),116326.78696109926
79,79503,0.5674017633490173,5870063.747196564,S10 (SBS10a - 1.00),0.9990352017989432,S5 (SBS5 - 0.98),-0.8625778700674658,S14 (SBS14 - 0.98),36082743.30849091,S18 (SBS19 - 0.95),217585.16321350425
80,85777,0.21701796705851506,4470227.02623624,S10 (SBS10a - 1.00),0.9990982435469096,S21 (SBS23 - 0.94),-10.187350186551154,S14 (SBS14 - 0.98),33090338.601696525,S13 (SBS13 - 0.99),166826.7144913643
81,27966,0.2138731413173402,6304360.702134272,S10 (SBS10a - 1.00),0.9967559089447058,S25 (SBS32 - 0.94),-7.776038469691688,S14 (SBS14 - 0.98),39105137.14598191,S24 (SBS31 - 0.98),150937.16508363988
82,87708,0.5616687848171181,7295445.849162626,S10 (SBS10a - 1.00),0.9983911010104215,S3 (SBS3 - 0.97),-0.7652873930355202,S14 (SBS14 - 0.98),40404258.67677922,S24 (SBS31 - 0.98),151816.70919849814
83,80889,0.4926697029976622,4920334.619780761,S10 (SBS10a - 1.00),0.9988193499608895,S23 (SBS28 - 0.96),-2.49461981428707,S14 (SBS14 - 0.98),25298341.139089085,S21 (SBS23 - 0.94),169645.343362272
84,72072,0.5025751382664856,4296817.762571578,S6 (SBS7a - 1.00),0.9975939381769384,S21 (SBS23 - 0.94),-2.559423573658555,S14 (SBS14 - 0.98),24770323.286908545,S18 (SBS19 - 0.95),116137.86064891504
85,34880,0.5213603520509815,6375694.934477564,S10 (SBS10a - 1.00),0.9981480063346669,S25 (SBS32 - 0.94),-1.3569547464318163,S23 (SBS28 - 0.96),26699641.55342646,S24 (SBS31 - 0.98),108838.52677188917
86,71107,0.546590149343199,4001177.0105357934,S10 (SBS10a - 1.00),0.9983734608453974,S23 (SBS28 - 0.96),-0.29534722819949577,S14 (SBS14 - 0.98),23039094.547247913,S24 (SBS31 - 0.98),96286.9856550473
87,79089,0.4423188251306193,6236552.355244542,S10 (SBS10a - 1.00),0.9979882807876516,S25 (SBS32 - 0.94),-1.4020250413172604,S14 (SBS14 - 0.98),49149394.38605856,S18 (SBS19 - 0.95),109901.27066103519
88,50237,0.5103749548683713,6628233.629295873,S10 (SBS10a - 1.00),0.9980739674320508,S23 (SBS28 - 0.96),-1.9228891371881511,S14 (SBS14 - 0.98),34748966.428930566,S24 (SBS31 - 0.98),106779.25097098848
89,42042,0.5687817509263291,3442137.7155589447,S10 (SBS10a - 1.00),0.9989999495910168,S29 (SBS97 - 0.95),-0.5061001686716478,S14 (SBS14 - 0.98),17290930.472576644,S21 (SBS23 - 0.94),148637.95676514017
90,66154,0.23445477888434124,7490625.773768863,S10 (SBS10a - 1.00),0.9984732946432652,S21 (SBS23 - 0.94),-4.539296212691003,S19 (SBS20 - 0.98),42694775.5246402,S24 (SBS31 - 0.98),187126.56198014552
91,68238,0.6463077287094638,3238497.872578747,S10 (SBS10a - 1.00),0.9989722281678017,S18 (SBS19 - 0.95),-0.7525459291484435,S14 (SBS14 - 0.98),17429942.962763906,S24 (SBS31 - 0.98),123563.07913039225
92,41012,0.4709385007963168,7487986.497221539,S10 (SBS10a - 1.00),0.9977216977783384,S29 (SBS97 - 0.95),-1.5723561456523387,S14 (SBS14 - 0.98),41696868.676087596,S13 (SBS13 - 0.99),133924.7101449665
93,80668,0.43687714850235965,5790745.846295902,S10 (SBS10a - 1.00),0.9981869238343656,S21 (SBS23 - 0.94),-2.21527961064129,S14 (SBS14 - 0.98),34100776.39849675,S13 (SBS13 - 0.99),200077.764383467
94,21094,0.4399878243273499,7897421.468095321,S10 (SBS10a - 1.00),0.9981379766540021,S21 (SBS23 - 0.94),-1.4599796432354215,S14 (SBS14 - 0.98),44260761.20189376,S18 (SBS19 - 0.95),133589.4951922563
95,1861,-4.428707119509183,5477843.24279161,S10 (SBS10a - 1.00),0.9958143670654749,S12 (SBS11 - 0.99),-141.10088144645542,S14 (SBS14 - 0.98),46298654.32538888,S18 (SBS19 - 0.95),177332.5157714225
96,63425,-1.2073341949817302,6911931.142783764,S10 (SBS10a - 1.00),0.9978530264645369,S21 (SBS23 - 0.94),-47.28783750482562,S14 (SBS14 - 0.98),43395754.516350165,S13 (SBS13 - 0.99),154993.55860764132
97,47979,0.6152459608889262,3401057.738911727,S10 (SBS10a - 1.00),0.9989187318287187,S19 (SBS20 - 0.98),-0.6339960124554886,S19 (SBS20 - 0.98),19801575.49613986,S18 (SBS19 - 0.95),185084.07616109494
98,76390,0.5978664884248038,3636330.4367193934,S10 (SBS10a - 1.00),0.998268978915121,S25 (SBS32 - 0.94),-0.6702970999164259,S14 (SBS14 - 0.98),18276996.09281832,S18 (SBS19 - 0.95),153013.5938713474
99,56828,0.37564408237859326,5675232.12004543,S6 (SBS7a - 1.00),0.9960896517523374,S21 (SBS23 - 0.94),-2.370075960299853,S19 (SBS20 - 0.98),30203816.749179572,S13 (SBS13 - 0.99),128474.59495503051
