,seed,average R^2,average MSE,R^2 max name,R^2 max value,R^2 min name,R^2 min value,MSE max name,MSE max value,MSE min name,MSE min value
71,64813,-2.2420391540273013,16862143.212179825,S10 (SBS10a - 1.00),0.999038153972634,S24 (SBS31 - 0.98),-87.32368653786502,S24 (SBS31 - 0.98),212004214.5235382,S13 (SBS13 - 0.99),116950.6257233697
72,37542,-1.8674337515802935,13679464.360462148,S10 (SBS10a - 1.00),0.9989615224674486,S24 (SBS31 - 0.98),-77.17021195566633,S24 (SBS31 - 0.98),188836535.08370727,S13 (SBS13 - 0.99),170871.64651366143
73,24282,0.7660814642443595,8995972.607700847,S10 (SBS10a - 1.00),0.9992156966043718,S24 (SBS31 - 0.98),-0.7903954448097328,S14 (SBS14 - 0.98),140785984.81687894,S13 (SBS13 - 0.99),125157.43145212469
74,50003,-11.753319697367488,33077341.33051655,S10 (SBS10a - 1.00),0.9989306785427964,S24 (SBS31 - 0.98),-357.38753568981383,S24 (SBS31 - 0.98),493066570.54190856,S13 (SBS13 - 0.99),91251.47701970764
75,80464,0.779661960605349,20296615.489314146,S6 (SBS7a - 1.00),0.9948011236724665,S18 (SBS19 - 0.95),-0.09368661633824216,S23 (SBS28 - 0.96),208184981.09599888,S13 (SBS13 - 0.99),201859.19554634695
76,72341,0.5150514714849986,16189070.81448813,S10 (SBS10a - 1.00),0.997663631342358,S18 (SBS19 - 0.95),-3.8357057282933775,S23 (SBS28 - 0.96),155177337.91556004,S13 (SBS13 - 0.99),267334.60844438523
77,2750,0.802563108472334,9744425.382072628,S10 (SBS10a - 1.00),0.9994383175503484,S27 (SBS88 - 0.92),-0.43697992547108,S19 (SBS20 - 0.98),136215866.43898037,S13 (SBS13 - 0.99),96143.13162120956
78,73652,0.8411340633018718,9525687.450090885,S10 (SBS10a - 1.00),0.99808977601619,S8 (SBS8 - 0.92),0.258864957166718,S14 (SBS14 - 0.98),119549042.67283984,S13 (SBS13 - 0.99),78035.08786123362
79,44046,0.7822559786259775,6443960.629298491,S10 (SBS10a - 1.00),0.9984603343316171,S18 (SBS19 - 0.95),-0.32439810499030886,S14 (SBS14 - 0.98),67901551.71004754,S13 (SBS13 - 0.99),76553.59062588713
80,39992,0.7941144575338455,26125052.11576981,S10 (SBS10a - 1.00),0.9986365670109343,S18 (SBS19 - 0.95),-0.1606445540286512,S19 (SBS20 - 0.98),459000965.093191,S13 (SBS13 - 0.99),227326.572501181
81,87928,0.8003921837447043,13019900.635220965,S10 (SBS10a - 1.00),0.9981234610170953,S23 (SBS28 - 0.96),0.1786484270850761,S23 (SBS28 - 0.96),165238283.26394486,S13 (SBS13 - 0.99),73754.07785091104
82,52089,0.7778508484345202,17845165.777610622,S10 (SBS10a - 1.00),0.9988476646970197,S3 (SBS3 - 0.97),-0.6317538775426059,S23 (SBS28 - 0.96),184797148.0977939,S13 (SBS13 - 0.99),155272.56919328912
83,15440,-0.25307721566686003,34188108.04276055,S10 (SBS10a - 1.00),0.9973805510909681,S8 (SBS8 - 0.92),-15.517421375643362,S14 (SBS14 - 0.98),366853797.7812431,S13 (SBS13 - 0.99),184193.33208679076
84,48569,-2.0146040955495894,22918298.488281976,S10 (SBS10a - 1.00),0.9972124490864415,S24 (SBS31 - 0.98),-80.80550517846392,S24 (SBS31 - 0.98),259349023.43822244,S13 (SBS13 - 0.99),116862.4915223512
85,40647,0.7521858061660358,18608109.832613014,S10 (SBS10a - 1.00),0.9990101686876754,S24 (SBS31 - 0.98),-0.16416561442897692,S23 (SBS28 - 0.96),227955746.73503706,S21 (SBS23 - 0.94),107876.37174451146
86,83105,0.7874850663451991,8587838.431768136,S10 (SBS10a - 1.00),0.9982872476478621,S18 (SBS19 - 0.95),0.22470997238465695,S14 (SBS14 - 0.98),132717129.46617018,S21 (SBS23 - 0.94),100237.69473550083
87,7159,0.7672078729741364,6531885.49808719,S10 (SBS10a - 1.00),0.9975127579947233,S18 (SBS19 - 0.95),-0.7291285848865965,S14 (SBS14 - 0.98),85730400.38000165,S13 (SBS13 - 0.99),183006.57526927663
88,13757,0.5419007319696956,44319646.27596461,S10 (SBS10a - 1.00),0.9991078177076037,S27 (SBS88 - 0.92),-0.8144123768657248,S14 (SBS14 - 0.98),990888636.0061623,S21 (SBS23 - 0.94),320043.8892755741
89,11103,-1.3093774410009977,16995842.071625024,S10 (SBS10a - 1.00),0.9989011886748161,S24 (SBS31 - 0.98),-60.15987046692965,S14 (SBS14 - 0.98),172707309.3245457,S13 (SBS13 - 0.99),219726.89245620064
90,60585,0.27412609513147906,28282469.782792028,S10 (SBS10a - 1.00),0.9987005556650761,S27 (SBS88 - 0.92),-5.421400869854756,S9 (SBS9 - 0.94),297779028.9381873,S18 (SBS19 - 0.95),163341.94150070887
91,81002,-7.216230685989661,41759551.22710395,S10 (SBS10a - 1.00),0.9994384503221222,S24 (SBS31 - 0.98),-222.7561088499523,S24 (SBS31 - 0.98),697841277.0104028,S21 (SBS23 - 0.94),66788.30547558234
92,23293,0.7334923383139855,4692811.4452005215,S10 (SBS10a - 1.00),0.9986915426384041,S23 (SBS28 - 0.96),-1.9521705901471496,S14 (SBS14 - 0.98),52988148.788351394,S13 (SBS13 - 0.99),71421.59688879487
93,49218,0.7751514992096111,12733640.932180079,S10 (SBS10a - 1.00),0.998023225660747,S24 (SBS31 - 0.98),-0.28741049170887134,S14 (SBS14 - 0.98),129575658.06657036,S21 (SBS23 - 0.94),65631.39791258749
94,40391,0.7478032950587196,20440312.08844426,S10 (SBS10a - 1.00),0.9989676321146276,S18 (SBS19 - 0.95),-1.018472058906076,S14 (SBS14 - 0.98),306369854.5751441,S13 (SBS13 - 0.99),113222.04073662091
95,58090,0.7329158372018544,11466404.094140805,S10 (SBS10a - 1.00),0.9980218588362859,S21 (SBS23 - 0.94),-2.0614624961810804,S14 (SBS14 - 0.98),120106600.47980408,S13 (SBS13 - 0.99),176936.5208093411
96,29221,0.535052980071849,20789622.215555675,S10 (SBS10a - 1.00),0.9980047942378386,S27 (SBS88 - 0.92),-3.048184972372499,S19 (SBS20 - 0.98),179990650.33414495,S13 (SBS13 - 0.99),74672.24215645269
97,34709,0.6492194636712781,9200435.816919174,S10 (SBS10a - 1.00),0.9982388867183872,S27 (SBS88 - 0.92),-1.8915812130123375,S19 (SBS20 - 0.98),86203653.35649511,S13 (SBS13 - 0.99),149354.86422410017
98,19735,0.1322419269353926,9661989.763672002,S10 (SBS10a - 1.00),0.9988884426313437,S14 (SBS14 - 0.98),-12.123324518414199,S14 (SBS14 - 0.98),92487109.77393928,S18 (SBS19 - 0.95),181083.1881491741
99,54568,-4.12426038165434,18141859.30741801,S10 (SBS10a - 1.00),0.99843842752979,S24 (SBS31 - 0.98),-140.5916755374987,S24 (SBS31 - 0.98),308746745.4037653,S21 (SBS23 - 0.94),24206.591503769618
